Kritik dan saran,translated,clean_text
"Pelatihan dalam pelayanan yang ramah, untuk mendapatkan kinerja yang baik. Website cukup bagus dan patut dikembangkan. Serta tersedianya Call Center via Whatsapp sebagaimana konsep perpustakaan ums, setiap urusan terdapat nomor tersendiri","Training in friendly service, to get good performance. The website is quite good and worth developing. As well as the availability of a Call Center via Whatsapp as per the UMS library concept, each matter has its own number","training in friendly service, to get good performance. the website is quite good and worth developing. as well as the availability of a call center via whatsapp as per the ums library concept, each matter has its own number"
saran saya untuk dilakukan evaluasi lagi terkait pelayanan dalam memberikan solusi kepada mahasiswa agar tidak terjadi kesalahpahamaan,My suggestion is to carry out another evaluation regarding services in providing solutions to students so that there are no misunderstandings,my suggestion is to carry out another evaluation regarding services in providing solutions to students so that there are no misunderstandings
"tingkatkan kelincahan admin WA terhadap membalas chat mahasiswa, lampirkan info terkait wisuda dan lain-lain disorotan instagram ums. ","increase the WA admin's agility in replying to student chats, attaching information related to graduations and other highlights on UMS Instagram. ","increase the wa admin's agility in replying to student chats, attaching information related to graduations and other highlights on ums instagram. "
"peningkatan kualitas informasi, terkait jalur atau posedur pengajuan atau pengurusan administrasi dan akademik agar lebih memudahkan mahasiswa, peningkatan sistem layanan sehingga tidak dilempar kesana kemari. meningkatkan pelayanan, pekerja seharusnya mengutamakan pelayanan dan attitude sebagai pekerja profesional seharusnya dalam keadaan apapun harus mengutamakan itu.","improving the quality of information, related to application routes or procedures or administrative and academic management to make it easier for students, improving the service system so that it is not thrown here and there. improving service, workers should prioritize service and their attitude as professional workers should prioritize that under any circumstances.","improving the quality of information, related to application routes or procedures or administrative and academic management to make it easier for students, improving the service system so that it is not thrown here and there. improving service, workers should prioritize service and their attitude as professional workers should prioritize that under any circumstances."
"kembali ke intisari apa itu pengertian pelayanan, yaitu memberikan kepuasan dan pemenuhan kepada customer. kalau customer/mahasiswa ketika datang hanya di intruksi untuk membaca alur dan melakukan sendiri sebaiknya nama pelayanan akademik BAA diganti menjadi fasilitas akademik mandiri BAA","returning to the essence of what service means, namely providing satisfaction and fulfillment to customers. If customers/students when they come are only instructed to read the flow and do it themselves, the name of BAA academic services should be changed to BAA independent academic facilities.","returning to the essence of what service means, namely providing satisfaction and fulfillment to customers. if customers/students when they come are only instructed to read the flow and do it themselves, the name of baa academic services should be changed to baa independent academic facilities."
Dimohon untuk bekerja cepat dalam penyelesaian atau pengeluaran nilai konversi program kampus merdeka. Keramahan Petugas BAA perlu ditingkatkan lagi.,We are requested to work quickly in completing or releasing the conversion value for the independent campus program. The friendliness of BAA officers needs to be improved.,we are requested to work quickly in completing or releasing the conversion value for the independent campus program. the friendliness of baa officers needs to be improved.
Saran perbaikan untuk pelayanan akademik di BAA UMS agar lebih baik lagi dari sebelumnya. Pelayanan yang dirasa kurang semoga dapat diperbaiki. Terimakasih,Suggestions for improvement for academic services at BAA UMS to make them even better than before. Hopefully services that are felt to be lacking can be improved. Thank You,suggestions for improvement for academic services at baa ums to make them even better than before. hopefully services that are felt to be lacking can be improved. thank you
tolong dengarkan dahulu saat mahasiswa menjelaskan apa masalahnya jangan asal potong saat mahasiswa  sedang menjelaskan masalahnya,"Please listen first when the student explains what the problem is, don't just interrupt when the student is explaining the problem","please listen first when the student explains what the problem is, don't just interrupt when the student is explaining the problem"
"Saya tahu BAA sangat sibuk dan padat, namun itu sudah konsekunesi dan semoga semakin lebih baik lagi dalam berkomunikasi. Sehat selalu petugas  dan staff BAA","I know BAA is very busy and busy, but that is a consequence and hopefully it will get better at communicating. Always be healthy, BAA officers and staff","i know baa is very busy and busy, but that is a consequence and hopefully it will get better at communicating. always be healthy, baa officers and staff"
"Saran saya, ketika mengurus mahasiswa yang sedang ada keperluan lebih ramah, jelas, detail agar mahasiswa juga merasa senang. Karena kebanyakan karyawan judes, jadi kesannya mahasiswa tidak diperhatikan. Semoga semua karyawan UMS dapat bekerja dengan baik, sopan, mengayomi, sehingga membuat mahasiswa nyaman dan senang.","My advice, when taking care of students who have needs, be friendly, clear and detailed so that students also feel happy. Because most employees are bitchy, it gives the impression that students are not paid attention to. Hopefully all UMS employees can work well, politely, and be nurturing, so as to make students comfortable and happy.","my advice, when taking care of students who have needs, be friendly, clear and detailed so that students also feel happy. because most employees are bitchy, it gives the impression that students are not paid attention to. hopefully all ums employees can work well, politely, and be nurturing, so as to make students comfortable and happy."
lebih bagusnya jika alur-alur berkas dan alur benar dijelaskan dengan teliti supaya mahasiswa tidak bingung dan tidak ada miss komunikasi antara petugas TU dan Dosen.,It would be better if the file flows and correct flow were explained carefully so that students are not confused and there are no miscommunications between TU officers and lecturers.,it would be better if the file flows and correct flow were explained carefully so that students are not confused and there are no miscommunications between tu officers and lecturers.
"jika terjadi permasalahan yang serupa. mohon jangan ditolak alangkah baiknya di tahan terlebih dahulu sampai mahasiswa tersebut mengurusnya terlebih dahulu ke BAK, sehingga status uang pembayaran tersebut di ketahui posisinya sedang berada di bank mana.","if a similar problem occurs. Please don't refuse it, it would be better to hold it first until the student takes care of it first with BAK, so that you know which bank the status of the payment money is in.","if a similar problem occurs. please don't refuse it, it would be better to hold it first until the student takes care of it first with bak, so that you know which bank the status of the payment money is in."
"Mengumpulkan semua informasi dengan akurat, baik dari pihak manapun agar pada saat menyampaikan informasi tersebut tidak membuat para mahasiswa kebingungan akan informasi yang didapat. ","Collect all information accurately, both from any party, so that when conveying the information it does not make students confused about the information obtained. ","collect all information accurately, both from any party, so that when conveying the information it does not make students confused about the information obtained. "
"perlu ditingkatkan pelayanannya, jika perlu tolong disediakan admin sosmed khusus untuk pelayanan BAA untuk membalas pesan WA mahasiswa selain petugas yang berada diloket. Sekian Terima kasih ... mohon maaf jika ada perkataan yang kurang berkenan","The service needs to be improved, if necessary, please provide a special social media admin for BAA services to reply to students' WA messages apart from the officers at the counter. That's all, thank you... sorry if there are words that are not pleasing","the service needs to be improved, if necessary, please provide a special social media admin for baa services to reply to students' wa messages apart from the officers at the counter. that's all, thank you... sorry if there are words that are not pleasing"
"saran saya, untuk memberikan informasi lebih di jelaskan secara detail mengenai pembayaran. semoga dapat saran ini dapat membantu dan BAA UMS lebih baik kedepan nya.",My suggestion is to provide more detailed information regarding payments. Hopefully this advice can help and BAA UMS will be better in the future.,my suggestion is to provide more detailed information regarding payments. hopefully this advice can help and baa ums will be better in the future.
Untuk kedepannya dapat berjalan seperti yang saat ini dan dapat mengalami peningkatan yang lebih lagi untuk pelayanan admisistrasi akademik mahasiswa sehingga dapat membantu mahasiswa dalam kesulitan melakukan administrasi akademik di UMS.,"In the future, it can run as it is currently and can experience further improvements in student academic administration services so that it can help students who have difficulty carrying out academic administration at UMS.","in the future, it can run as it is currently and can experience further improvements in student academic administration services so that it can help students who have difficulty carrying out academic administration at ums."
"Saya harap staf nya bisa profesional, ramah, kalaupun ada beberapa orang yang memang bukan tipe yang gampang tersenyum namun setidaknya jawaban ketika ada mahasiswa menanyakan atau mengeluhkan sesuatu ada baiknya dijawab dengan nada yang baik. 
Mohon maaf apabila perkataan saya menyinggung beberapa pihak????","I hope the staff can be professional, friendly, even if there are some people who are not the type who smile easily, at least the answer when a student asks or complains about something should be answered in a good tone. 
Sorry if my words offended some parties????","i hope the staff can be professional, friendly, even if there are some people who are not the type who smile easily, at least the answer when a student asks or complains about something should be answered in a good tone. 
sorry if my words offended some parties????"
"Saran saya untuk perbaikan pelayanan BAA UMS adalah ketika BAA sedang tidak melayani mahasiswa pada jam tertentu dikarenakan suatu alasan atau agenda, mohon agar waktu/jam membuka kembali layanan BAA lebih sesuai dengan pengumuman yang tertera. ","My suggestion for improving BAA UMS services is that when BAA is not serving students at certain times due to a reason or agenda, please make the time/hours for reopening BAA services more in line with the announcement stated. ","my suggestion for improving baa ums services is that when baa is not serving students at certain times due to a reason or agenda, please make the time/hours for reopening baa services more in line with the announcement stated. "
Pertahankan yang sudah dirasa cukup baik serta dikembangkan lagi yang masih kurang. Dan bisa lebih friendly lagi kemahasiswa dengan memberikan senyuman serta jangan dengan nada ketus,Maintain what you feel is good enough and develop what is still lacking. And you can be more friendly to students by giving a smile and not in a harsh tone,maintain what you feel is good enough and develop what is still lacking. and you can be more friendly to students by giving a smile and not in a harsh tone
untuk validasi nilai dari mahasiswa transfer agar dipermudah sehingga memperlancar mahasiswa transfer dalam mengurus transkip nilai dan lain sebagainnya.,to make it easier to validate the grades of transfer students so as to make it easier for transfer students to process grade transcripts and so on.,to make it easier to validate the grades of transfer students so as to make it easier for transfer students to process grade transcripts and so on.
Mohon keluhan keluhan saya segera ditanggapi dan dilakukan perbaikan. Untuk apa kami memberikan kritik dan saran jika ujungnya tidak di lakukan evaluasi dan perbaikan. Terima kasih.,Please respond to my complaints immediately and make improvements. Why do we provide criticism and suggestions if in the end there is no evaluation and improvement. Thank You.,please respond to my complaints immediately and make improvements. why do we provide criticism and suggestions if in the end there is no evaluation and improvement. thank you.
"Saran untuk BAA UMS, agar lebih solutif dan ramah terhadap mahasiswa yang perlu bantuan, karena seringkali mahasiswa tidak mendapat solusi yang tepat dan banyak yang masih kebingungan terkait masalah akademik. Terima kasih, ini saya sampaikan demi UMS yang lebih baik.","Suggestions for BAA UMS, to be more solution and friendly towards students who need help, because often students do not get the right solution and many are still confused about academic problems. Thank you, I convey this for the sake of a better UMS.","suggestions for baa ums, to be more solution and friendly towards students who need help, because often students do not get the right solution and many are still confused about academic problems. thank you, i convey this for the sake of a better ums."
BAA sudah banyak memberikan informasi kepada mahasiswa semoga kedepannya bisa lebih dikembangkan dengan baik dalam pelayanan namun pelayanan yang sekarang sudah cukup baik dan sangat informatif,"BAA has provided a lot of information to students. Hopefully in the future it can develop better services, but the current service is quite good and very informative.","baa has provided a lot of information to students. hopefully in the future it can develop better services, but the current service is quite good and very informative."
Semoga dapat memperbaiki masukan dan keluhan dari mahasiswa. Sehingga dalam memberikan pelayanan akademik dengan maksimal. Terimakasih Bapak/Ibu,Hopefully this can improve input and complaints from students. So as to provide maximum academic services. Thank you sir/madam,hopefully this can improve input and complaints from students. so as to provide maximum academic services. thank you sir/madam
"Tolong keluhan saya diatas dipertimbangkan, jika ada kebijakan seperti itu jangan bilang HANYA UNTUK FORMALITAS  yang berkesan mahasiswa bagaimana caranya mengeluarkan uang untuk kampus dan jika ada kebijakan seperti itu tolong merata. Terimakasih.","Please consider my complaint above, if there is a policy like that, don't say it's ONLY FOR FORMALITY to impress students on how to spend money on campus and if there is a policy like that, please spread it evenly. Thank You.","please consider my complaint above, if there is a policy like that, don't say it's only for formality to impress students on how to spend money on campus and if there is a policy like that, please spread it evenly. thank you."
"Saran perbaikan untuk pelayanannya sudah bagus dan harap dipertahankan jika bisa ditingkatkan lagi, karena mahasiswa bergantung banyak pada BAA untuk masalah akademiknya","Suggestions for improvements to the service are good and please maintain it if it can be improved further, because students depend a lot on BAA for their academic problems","suggestions for improvements to the service are good and please maintain it if it can be improved further, because students depend a lot on baa for their academic problems"
Mungkin dapat dibuat saluran tertentu lewat jalur online agar dapat memudahkan konsultasi dengan pihak BAA itu sendiri. Selebihnya baik. Terimakasih.,Maybe a certain channel can be created via online channels to facilitate consultation with the BAA itself. The rest is good. Thank You.,maybe a certain channel can be created via online channels to facilitate consultation with the baa itself. the rest is good. thank you.
"4. Semoga Hal tersebut tidak terjadi lagi di tahun ini 2022
1. Mending Pelayannya diganti Non-Muslim, lebih Ramah dan tidak nyakitin.
2. jam pelayanannya dimulai dari jam 7 sampai jam 4, kayak BUMN yang lainnya. hehe namanya juga saran, bisa dipakai bisa tidak.
3. oh iya, untuk jam pelayanannya kalau bisa tidak terganggu dengan jam shalat, jadi Ada pihak yang menggantikan jika sedang Shalat.","4. Hopefully this will not happen again this year 2022
1. It's better if the waiter is replaced by a non-Muslim, friendlier and less hurtful.
2. Service hours start from 7 to 4, like other state-owned companies. hehe, it's also called a suggestion, whether you can use it or not.
3. Oh yes, if possible, the service hours are not disturbed by prayer hours, so there is someone who will replace you when you are praying.","4. hopefully this will not happen again this year 2022
1. it's better if the waiter is replaced by a non-muslim, friendlier and less hurtful.
2. service hours start from 7 to 4, like other state-owned companies. hehe, it's also called a suggestion, whether you can use it or not.
3. oh yes, if possible, the service hours are not disturbed by prayer hours, so there is someone who will replace you when you are praying."
Sebaiknya untuk kedepan lebih memperhatikan dan membalas pesan dikarenakan mahasiswa yang waktunya terbatas dan ketika konfirmasi melalui WA harus di respon,"In the future, it is better to pay more attention and reply to messages because students have limited time and when confirming via WA they must respond","in the future, it is better to pay more attention and reply to messages because students have limited time and when confirming via wa they must respond"
"Untuk website STAR UMS kedepannya diberi keterangan seperti ""hubungi prodi masing-masing"" atau ""hubungi PA"" di beberapa menu di STAR UMS yang sekiranya membantu pengguna dalam progress studi. Lalu, menu myskripsi di STAR dibuat ada dari awal agar mahasiswa tau kedepannya apa yang akan dilakukan ketika skripsi selesai.","In the future, the STAR UMS website will be given information such as ""contact each study program"" or ""contact PA"" in several menus on STAR UMS which will help users in their study progress. Then, the thesis menu at STAR is created from the start so that students know what they will do when the thesis is finished.","in the future, the star ums website will be given information such as ""contact each study program"" or ""contact pa"" in several menus on star ums which will help users in their study progress. then, the thesis menu at star is created from the start so that students know what they will do when the thesis is finished."
"Perlu ditingkatkan lagi komunikasi dan kerjasama dengan prodi, supaya urusan mahasiswa dapat diselesaikan sesegera mungkin tanpa menunggu sistem normal/dapat dibuka oleh prodi.","It is necessary to improve communication and cooperation with study programs, so that student affairs can be resolved as soon as possible without waiting for the system to be normal/open by the study program.","it is necessary to improve communication and cooperation with study programs, so that student affairs can be resolved as soon as possible without waiting for the system to be normal/open by the study program."
"Sebaiknya peningkatan pelayanan yang prima bisa diberikan dengan cara lebih sapa dengan ramah, atau setidaknya kalau berkenan menerapkan 5S agar mahasiswa saat ke sana merasa senang, tidak guugup dan dapat mencontoh penerapan yang baik yang sudah dilihat atau didapatkan oleh mahasiswa dibidang pelayanan ini. Serta sebaiknya juga kesediaan untuk melayani lebih ditingkatkan lagi, mohon maaf jika ada keluhan dan saran yang tidak berkenan, terima kasih. Sukses selalu Team BAA UMS","It would be better to improve excellent service by providing a friendlier greeting, or at least if you are willing to apply 5S so that when students go there they feel happy, not nervous and can emulate the good implementation that students have seen or obtained in this field of service. And the willingness to serve should also be further improved, sorry if there are complaints and suggestions that are not acceptable, thank you. Always successful BAA UMS Team","it would be better to improve excellent service by providing a friendlier greeting, or at least if you are willing to apply 5s so that when students go there they feel happy, not nervous and can emulate the good implementation that students have seen or obtained in this field of service. and the willingness to serve should also be further improved, sorry if there are complaints and suggestions that are not acceptable, thank you. always successful baa ums team"
untuk mahasiswa yang tidak atau kurang mengerti bagaimana alurnya dalam melakukan keluhan untuk diberikan keramahan pelayanan dan ketepatan dalam pelayanannya,"For students who do not or do not understand how to make a complaint, they will be given friendly service and accuracy in their service","for students who do not or do not understand how to make a complaint, they will be given friendly service and accuracy in their service"
"Staff BAA meningkatkan keramahan saat melayani mahasiswa dan tetap harus sabar dalam melayani mahasiswa, selain itu semoga kecepatan dalam bertugas lebih efektif lagi.","BAA staff increase their friendliness when serving students and must remain patient in serving students, apart from that, hopefully their speed in serving will be even more effective.","baa staff increase their friendliness when serving students and must remain patient in serving students, apart from that, hopefully their speed in serving will be even more effective."
"Berikan informasi yang detail, jangan marah marah, ramah terhadap mahasiswa. Berikan pelayanan yang baik, setidaknya tersenyum saat mahasiswa datang menanyakan permasalahan yang dialami. ","Provide detailed information, don't be angry, be friendly towards students. Provide good service, at least smile when students come to ask about the problems they are experiencing. ","provide detailed information, don't be angry, be friendly towards students. provide good service, at least smile when students come to ask about the problems they are experiencing. "
"Mengadakan sosialisasi untuk seluruh dosbing yang tentang wisuda jalur OBE langsung bisa diproses, semoga BAA UMS Semakin maju dan Sukses. ","Hold socialization for all dosbing regarding the OBE graduation process which can be processed immediately, hopefully BAA UMS will be more advanced and successful. ","hold socialization for all dosbing regarding the obe graduation process which can be processed immediately, hopefully baa ums will be more advanced and successful. "
"Kalau ada yang bertanya meskipun dianggap sepele, mbuk yao dilayani dengan baik dan ramah. Kalau capek ya istirahat dulu sejenak, kalau lapar ya makan/ disambi ngemil, kalau jenuh ya bisa keluar ruangan lakukan gerakan-gerakan opolah ben gak budrek di depan komputer terus. Ben nanti pas menghadapi kastamer bisa netral (tidak diganggu kejenuhan/ lapar/ capek yang sangat).","If someone asks a question, even if it is considered trivial, Mbuk Yao is served well and friendly. If you're tired, take a break for a while, if you're hungry, eat/snack, if you're bored, you can leave the room and do some random movements in front of the computer. Ben will be neutral when facing customers (not disturbed by boredom/hunger/very tired).","if someone asks a question, even if it is considered trivial, mbuk yao is served well and friendly. if you're tired, take a break for a while, if you're hungry, eat/snack, if you're bored, you can leave the room and do some random movements in front of the computer. ben will be neutral when facing customers (not disturbed by boredom/hunger/very tired)."
"massifkan informasi prosedur dan persyatan juga durasi waktu penyelesaian studi mahasiswa dapat lebih massif diinformasikan di seluruh platform sosial media, bukan hanya informasi PMB saja","Massive information on procedures and requirements as well as the duration of student study completion time can be more massively informed on all social media platforms, not just PMB information.","massive information on procedures and requirements as well as the duration of student study completion time can be more massively informed on all social media platforms, not just pmb information."
bantu dan berikan prosedur yang benar dan mudah agar mahasiswa dapat menyelesaikan masalah pada administrasi apapun sampai  selesai.,help and provide correct and easy procedures so that students can resolve any administrative problems until they are resolved.,help and provide correct and easy procedures so that students can resolve any administrative problems until they are resolved.
"saya kurang tau pak untuk kerja di bagian BAA, cuman untuk pelayanan kepada mahasiswa tolong untuk ditingkatkan kembali pak ????????","I don't know, sir, about working in the BAA section, just for service to students, please improve it, sir????????","i don't know, sir, about working in the baa section, just for service to students, please improve it, sir????????"
"Adminsitrasi sudah baik, namun akan lebih baik jika mahasiswa dari luar daerah bisa menggunakan layanan online agar bisa mengurus administrasi tanpa perlu datang ke fakultas dengan meminta berkas-berkas yang diperlukan didalam jaringan, dengan tiap fakultas meminta kelengkapan data mahasiswa yang diperlukan secara online","Administration is good, but it would be better if students from outside the region could use online services so they could take care of administration without having to come to the faculty to request the necessary files on the network, with each faculty requesting the completeness of the required student data online","administration is good, but it would be better if students from outside the region could use online services so they could take care of administration without having to come to the faculty to request the necessary files on the network, with each faculty requesting the completeness of the required student data online"
melakukan perbaikan pelayanan baik secara offline maupun online agar mahasiswa yang benar-benar membutuhkan jawaban segera bisa dengan cepat teratasi,improve services both offline and online so that students who really need immediate answers can be resolved quickly,improve services both offline and online so that students who really need immediate answers can be resolved quickly
"Smoga masalah pada pribadi tidak dibawa-bawa saat bertugas. Aura baik, akan berbuah baik. Walau hanya berwajah sumringah, orang lain pun akan senang, tenang, berkah.","Hopefully personal problems will not be brought up while on duty. Good aura, will bear good fruit. Even if you only have a happy face, other people will be happy, calm, blessed.","hopefully personal problems will not be brought up while on duty. good aura, will bear good fruit. even if you only have a happy face, other people will be happy, calm, blessed."
Sebaiknya dalam proses pengajuan KTM yang baru jangan terlalu lama cetak KTM nya karena KTM bagi saya sangat penting untuk dapat masuk akses perpustakaan.,It's best not to take too long in the process of applying for a new KTM to print the KTM because for me the KTM is very important to be able to access the library.,it's best not to take too long in the process of applying for a new ktm to print the ktm because for me the ktm is very important to be able to access the library.
"Ke depannya mungkin lebih memberikan penginformasian ke setiap Prodi untuk di infokan ke mahasiswa dan mahasiswi, bila membutuhkan surat keterangan atau terkait kendala lainnya bisa langsung mengetahui diurus ke BAA kurang lebihnya seperti itu. Terimakasih.","In the future, it is possible to provide more information to each study program to inform students and students, if they need a certificate or other related problems, they can immediately find out that it will be handled by BAA, more or less like that. Thank You.","in the future, it is possible to provide more information to each study program to inform students and students, if they need a certificate or other related problems, they can immediately find out that it will be handled by baa, more or less like that. thank you."
"Saran perbaikan yang bisa saya sampaikan senantiasa memberikan pelayananan yang terbaik, agar mahasiswa/i terbantu dalam kelengkapan administrasi yang diperlukan.","The suggestions for improvement that I can convey are always to provide the best service, so that students are helped with the necessary administrative requirements.","the suggestions for improvement that i can convey are always to provide the best service, so that students are helped with the necessary administrative requirements."
Saran dari saya untuk para petugas pelayanan BAA UMS agar lebih ramah dalam menanggapi keluhan mahasiswa yang pergi ke kantor pelayanan BAA,My suggestion is for BAA UMS service officers to be friendlier in responding to complaints from students who go to the BAA service office,my suggestion is for baa ums service officers to be friendlier in responding to complaints from students who go to the baa service office
"jika memang ingin semua berubah menjadi sistem/online tolong buat sistem yang baik sehingga mahasiswa yang sudah berusaha memenuhi persyaratan mengenai pengajuan yang mereka ajukan dapat diproses dengan baik, misalkan diberikan kejelasan butuh berapa lama proses itu berjalan dan siapa saja yang harus ditemui mahasiswa agar pengajuannya dapat segera diproses. Terima kasih. Semoga keluhan dan saran saya dapat membantu memperbaiki pelayanan akademika di BAA UMS.","If you really want everything to change to a system/online, please create a good system so that students who have tried to fulfill the requirements regarding their application can be processed properly, for example by providing clarity on how long the process will take and who students must meet so that their application can be submitted. processed immediately. Thank You. Hopefully my complaints and suggestions can help improve academic services at BAA UMS.","if you really want everything to change to a system/online, please create a good system so that students who have tried to fulfill the requirements regarding their application can be processed properly, for example by providing clarity on how long the process will take and who students must meet so that their application can be submitted. processed immediately. thank you. hopefully my complaints and suggestions can help improve academic services at baa ums."
lebih ditingkatkan lagi layanan informasi bagi mahasiswa sehingga mahasiswa tidak salah tanya orang dan informasi tepat sasaran pada mahasiswa yang membutuhkan informasi tersebut.,further improve information services for students so that students do not ask the wrong person and the information is rightly targeted at students who need the information.,further improve information services for students so that students do not ask the wrong person and the information is rightly targeted at students who need the information.
"Pelayanan BAA sudah baik, Bapaknya juga menjelaskan kesulitan dengan jelas. Semoga selalu sabar menjawab pertanyaan dan ketidaktahuan mahasiswa yang datang ke BAA, karena kadang mahasiswa juga clueless kalau ada ini itu yang kurang jelas. Terima Kasih","BAA's service is good, the father also explains the difficulties clearly. Hopefully you will always be patient in answering questions and ignorance of students who come to BAA, because sometimes students are also clueless if there is something that is not clear. Thank You","baa's service is good, the father also explains the difficulties clearly. hopefully you will always be patient in answering questions and ignorance of students who come to baa, because sometimes students are also clueless if there is something that is not clear. thank you"
"Perbaikan kualitas pelayanan, muka ramah dan sikap pelayanan yang baik perlu diperbaiki selanjutnya. Tidak memandang usia lebih tua atau muda, semua harus punya rasa menghargai.","Improvements in service quality, friendly faces and good service attitudes need to be improved further. Regardless of age, older or younger, everyone must have a sense of respect.","improvements in service quality, friendly faces and good service attitudes need to be improved further. regardless of age, older or younger, everyone must have a sense of respect."
"diperbaiki lagi terutama pelayan permintaan berkas akademik, walaupun sudah otomati setidaknya bisa direview dulu, untuk petugas pelayanan lumayan ramah walaupun harus menjelaskan berulang ulang maksud pemrintaannya. daripada pada ahun 2019 galak banget cuma nanya apakah ijazah dikumpulkan ke BAA&lt; eh malah dhardik :(( mana masih maba....","This has been improved, especially for academic file request servers, even though they are automated, at least they can be reviewed first, the service staff are quite friendly even though they have to explain the meaning of the request over and over again. compared to 2019, I was really aggressive just asking if diplomas were collected at BAA&lt; eh, even dhardik :(( who is still a new student....","this has been improved, especially for academic file request servers, even though they are automated, at least they can be reviewed first, the service staff are quite friendly even though they have to explain the meaning of the request over and over again. compared to 2019, i was really aggressive just asking if diplomas were collected at baa&lt; eh, even dhardik :(( who is still a new student...."
"Sebaiknya pelayanan di UMS bisa di sinkronkan dengan satu sistem atau satu pintu. Sehingga pengurusan pemberkasan wisuda lebih efisien. Misalnya membuat satu sistem secara online yang bisa diakses dari sub manapun, lalu pemberkasan di lakukan secara online dan semua sub bisa verifikasi langsung. Terkait pemberkasan fisik bisa di fakultas","It would be better if services at UMS could be synchronized with one system or one door. So that the processing of graduation paperwork is more efficient. For example, create an online system that can be accessed from any sub, then filing is done online and all subs can be verified directly. Regarding physical filing, this can be done at the faculty","it would be better if services at ums could be synchronized with one system or one door. so that the processing of graduation paperwork is more efficient. for example, create an online system that can be accessed from any sub, then filing is done online and all subs can be verified directly. regarding physical filing, this can be done at the faculty"
sebaiknya di papan depan BAA UMS disediakan lebih banyak lagi lembar informasi terkait informasi2 dasar yang terkait dengan pelayanan akademik di BAA  UMS. Terima Kasih,It would be better if on the front board of BAA UMS there are more information sheets related to basic information related to academic services at BAA UMS. Thank You,it would be better if on the front board of baa ums there are more information sheets related to basic information related to academic services at baa ums. thank you
"Untuk kedepannya sebaiknya bisa lebih baik menyediakan pelayanan yang ramah, tamah, sopan, santun, dan bisa menghargai orang lain. Serta bertanggung jawab terhadap tugas dan pekerjaannya. Terimakasih. ","In the future, we should be able to provide better service that is friendly, welcoming, polite, courteous and respectful of other people. As well as being responsible for his duties and work. Thank You. ","in the future, we should be able to provide better service that is friendly, welcoming, polite, courteous and respectful of other people. as well as being responsible for his duties and work. thank you. "
"Tolong kedepannya pelayanan akademik diperhatikan kembali etika dalam melayani dan memberi bantuan untuk mahasiswa, dan etika kesopanan dan keramah tamahan lebih ditingkatkan kembali, karena hal tersebut sangat penting! Kami sebagai mahasiswa sudah menghormati, bersikap sopan dan menghargai, namun jika pelayanan seperti itu kami merasa sakit hati dengan etika pegawai disana yang sikap nya kurang mengenakan. Tolong diperhatikan kembali!, Terimakasih!","Please pay attention to the ethics of serving and providing assistance to students in the future, and improve the ethics of politeness and hospitality further, because this is very important! We as students have been respectful, polite and appreciative, but if the service is like that we feel hurt by the ethics of the employees there whose attitude is not good enough. Please pay attention again! Thank you!","please pay attention to the ethics of serving and providing assistance to students in the future, and improve the ethics of politeness and hospitality further, because this is very important! we as students have been respectful, polite and appreciative, but if the service is like that we feel hurt by the ethics of the employees there whose attitude is not good enough. please pay attention again! thank you!"
"Untuk universitas dirasa perlu adanya audit ataupun perbaikan terhadap kualitas pelayanan BAA UMS, mulai dari keramahan, ketanggapan, dll. ","For universities, it is felt that there is a need for audits or improvements to the quality of BAA UMS services, starting from friendliness, responsiveness, etc. ","for universities, it is felt that there is a need for audits or improvements to the quality of baa ums services, starting from friendliness, responsiveness, etc. "
"Pelayanan akademik di BAA, menurut yang saya lihat sudah sangat baik dalam memberikan pelayanan dan penjelasan kepada mahasiswa yang mengalami permasalahan dan memberikan solusi yang tepat.","According to what I have seen, academic services at BAA are very good in providing services and explanations to students who experience problems and providing appropriate solutions.","according to what i have seen, academic services at baa are very good in providing services and explanations to students who experience problems and providing appropriate solutions."
"diadakan sosialisasi bagi mahasiswa mulai dari semester 6, karena ada beberapa mahasiswa yang mengambil informal tetapi tidak ada info selengkapnya harus bagaimana","Socialization was held for students starting from semester 6, because there were several students who took informal courses but there was no complete information on what to do","socialization was held for students starting from semester 6, because there were several students who took informal courses but there was no complete information on what to do"
saran untuk pelayanan akademik lebih ditingkatkan dalam kecepatan dan lebih ditingkatkan lagi dalam segi pelayanan kepada para mahasiswa,suggestions for academic services to be further improved in terms of speed and further improved in terms of service to students,suggestions for academic services to be further improved in terms of speed and further improved in terms of service to students
"sebiknya perlu diberikan kejelasan alur dalam proses pendaftaran skripsi sampai pendaftaran wisuda, serta alangkah baiknya jika hal tersebut disosilisasikan ke mahasiswa akhir, agar para mahasiswa tidak bingung harus memulai dari mana dalam memulai proses pendaftaran skripsi atau wisuda. terimakasih","It is best to provide clarity on the flow of the thesis registration process through to graduation registration, and it would be good if this was socialized to final students, so that students are not confused about where to start in starting the thesis or graduation registration process. Thank You","it is best to provide clarity on the flow of the thesis registration process through to graduation registration, and it would be good if this was socialized to final students, so that students are not confused about where to start in starting the thesis or graduation registration process. thank you"
Sebaiknya petugas lebih memberikan informasi yang detail mengenai aduan setiap keluhan mahasiswa dan meningkatkan kualitas pelayanan,It would be better for officers to provide more detailed information regarding each student complaint and improve the quality of service,it would be better for officers to provide more detailed information regarding each student complaint and improve the quality of service
